,Body,Passengers,Interior,Exterior,Wheels,Tires,Fuel,Basic,Powertrain,Engine,Horsepower,Transmission,Stock,VIN,Year,Make Model,Mileage,Highway,City,Price,Brand,Model,Liters,Cylinder,HP,TransType
"https://www.carvana.com/search/2000241154/2014-toyota-xle-minivan-4d-?sri=0eb4eacd-b0c8-42ed-b43d-51cdadeb7ce9
",Minivan,7.0,Sandy Beach Metallic,BEIGE,17 Alloy wheels,235-60,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; Expired",3.5L V6,266 hp / 245 ft-lbs. torque,"Automatic, 6-Spd",2000241154.0,5TDYK3DCXES505633,2014,Toyota Sienna,65289,25,18,20700,Toyota,Sienna,3.5L,V6,266,auto
"https://www.carvana.com/search/2000240357/2017-chrysler-300-limited-sedan-4d-?sri=0eb4eacd-b0c8-42ed-b43d-51cdadeb7ce9
",Sedan,5.0,BLACK,BEIGE,18 Alloy wheels,225-60,Gas,"36 mo. / 36,000 mi.; 13 mos. 1,900 mi. left","60 mo. / 60,000 mi.; 37 mos. 25,900 mi. left",Pentastar 3.6L V6,292 hp / 260 ft-lbs. torque,"Automatic, 8-Spd",2000240357.0,2C3CCAAG7HH596497,2017,Chrysler 300,33806,30,19,18600,Chrysler,300,Pentastar,3.6L V6,292,auto
"https://www.carvana.com/search/2000240548/2016-nissan-s-sport-utility-4d-?sri=0eb4eacd-b0c8-42ed-b43d-51cdadeb7ce9
",Wagon,5.0,Brilliant Silver,Charcoal,17 Alloy wheels,225-65,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 21 mos. 20,500 mi. left",2.5L I4,170 hp / 175 ft-lbs. torque,"Auto, CVT Xtronic",2000240548.0,5N1AT2MT2GC743887,2016,Nissan Rogue,39207,33,26,15000,Nissan,Rogue,2.5L,I4,170,auto
"https://www.carvana.com/search/2000239535/2015-ford-sel-wagon-4d-?sri=0eb4eacd-b0c8-42ed-b43d-51cdadeb7ce9
",Wagon,5.0,RED,BLACK,17 Alloy wheels,225-50,Gas/Elec Hybrid,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; Expired",2.0L Hybrid I4,188 hp,"Automatic, CVT",2000239535.0,1FADP5BU0FL108478,2015,Ford C-MAX Hybrid,73455,47,47,12600,Ford,C-MAX Hybrid,2.0L,Hybrid I4,188,auto
"https://www.carvana.com/search/2000239921/2016-hyundai-se-sport-utility-4d-?sri=0eb4eacd-b0c8-42ed-b43d-51cdadeb7ce9
",SUV,7.0,Iron Frost,Gray,18 Alloy wheels,235-60,Gas,"60 mo. / 60,000 mi.; 23 mos. 17,700 mi. left","60 mo. / 60,000 mi.; 23 mos. 17,700 mi. left",3.3L V6,290 hp / 252 ft-lbs. torque,"Auto, 6-Spd Shiftronic",2000239921.0,KM8SM4HF1GU159220,2016,Hyundai Santa Fe,42057,25,18,18500,Hyundai,Santa Fe,3.3L,V6,290,auto
"https://www.carvana.com/search/2000169690/2014-volkswagen-2.0l-tdi-sedan-4d-?sri=3980d052-b459-4f75-8f9e-a4213ee9b500
",Sedan,5.0,BLACK,BLACK,16 Alloy wheels,205-55,Diesel,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; Expired",2.0L Diesel Turbo I4,140 hp / 236 ft-lbs. torque,Auto 6-Spd DSG Tptrnc Spt,2000169690.0,3VWLL7AJ4EM360443,2014,Volkswagen Jetta,35962,42,30,11800,Volkswagen,Jetta,2.0L,Diesel Turbo I4,140,auto
"https://www.carvana.com/search/2000235984/2016-mercedes-benz-glc-300-sport-utility-4d-?sri=0eb4eacd-b0c8-42ed-b43d-51cdadeb7ce9
",SUV,5.0,WHITE,BLACK,19 Alloy wheels,235-55,Gas,"48 mo. / 50,000 mi.; 12 mos. 26,600 mi. left","48 mo. / 50,000 mi.; 12 mos. 26,600 mi. left",2.0L Turbo I4,241 hp / 273 ft-lbs. torque,"Auto, 9-Spd Touch Shift",2000235984.0,WDC0G4JB9GF034278,2016,Mercedes-Benz GLC,23105,28,22,30500,Mercedes-Benz,GLC,2.0L,Turbo I4,241,auto
"https://www.carvana.com/search/2000233642/2015-nissan-sv-sedan-4d-?sri=0eb4eacd-b0c8-42ed-b43d-51cdadeb7ce9
",Sedan,5.0,Fresh Powder,BLACK,16 Steel with hub caps,205-55,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 24 mos. 14,000 mi. left",1.8L I4,130 hp / 128 ft-lbs. torque,"Automatic, CVT w/Xtronic",2000233642.0,3N1AB7AP1FL691928,2015,Nissan Sentra,45767,39,29,11400,Nissan,Sentra,1.8L,I4,130,auto
"https://www.carvana.com/search/2000232404/2017-ram-slt-pickup-4d-6-13-ft-?sri=0eb4eacd-b0c8-42ed-b43d-51cdadeb7ce9
",Pickup,6.0,RED,BLACK,17 Alloy wheels,265-70,Flex Fuel,"36 mo. / 36,000 mi.; 14 mos. 1,200 mi. left","60 mo. / 100,000 mi.; 38 mos. 65,200 mi. left",3.6L Flex Fuel V6,305 hp / 269 ft-lbs. torque,"Automatic, 8-Spd",2000232404.0,1C6RR7GG8HS748656,2017,Ram 1500 Quad Cab,34559,27,19,25000,Ram,1500 Quad Cab,3.6L,Flex Fuel V6,305,auto
"https://www.carvana.com/search/2000236290/2015-hyundai-sport-utility-4d-?sri=0eb4eacd-b0c8-42ed-b43d-51cdadeb7ce9
",SUV,5.0,SILVER,GRAY,17 Alloy wheels,235-65,Gas,"60 mo. / 60,000 mi.; 14 mos. 3,400 mi. left","60 mo. / 60,000 mi.; 14 mos. 3,400 mi. left",2.4L I4,190 hp / 181 ft-lbs. torque,"Auto, 6-Spd Shiftronic",2000236290.0,5XYZT3LB5FG285245,2015,Hyundai Santa Fe Sport,56337,27,20,14200,Hyundai,Santa Fe Sport,2.4L,I4,190,auto
"https://www.carvana.com/search/2000172155/2014-volkswagen-2.0l-tdi-sedan-4d-?sri=3980d052-b459-4f75-8f9e-a4213ee9b500
",Sedan,5.0,WHITE,BLACK,16 Alloy wheels,205-55,Diesel,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; Expired",2.0L Diesel Turbo I4,140 hp / 236 ft-lbs. torque,Auto 6-Spd DSG Tptrnc Spt,2000172155.0,3VWLL7AJ0EM363887,2014,Volkswagen Jetta,28069,42,30,12100,Volkswagen,Jetta,2.0L,Diesel Turbo I4,140,auto
"https://www.carvana.com/search/2000171438/2018-chevrolet-lt-sedan-4d-?sri=3980d052-b459-4f75-8f9e-a4213ee9b500
",Sedan,5.0,Mosaic Black Metallic,Jet Black,16 Alloy wheels,205-55,Gas,"36 mo. / 36,000 mi.; 19 mos. 13,300 mi. left","60 mo. / 60,000 mi.; 43 mos. 37,300 mi. left",1.4L Turbo I4,153 hp / 177 ft-lbs. torque,"Automatic, 6-Spd",2000171438.0,1G1BE5SMXJ7115522,2018,Chevrolet Cruze,22446,30,40,14100,Chevrolet,Cruze,1.4L,Turbo I4,153,auto
"https://www.carvana.com/search/2000169287/2013-volkswagen-2.0l-tdi-sport-wagon-4d-?sri=3980d052-b459-4f75-8f9e-a4213ee9b500
",Wagon,5.0,WHITE,BLACK,16 Alloy wheels,205-55,Diesel,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; Expired",2.0L Diesel Turbo I4,140 hp / 236 ft-lbs. torque,Auto 6-Spd DSG Tptrnc Spt,2000169287.0,3VWPL7AJXDM604855,2013,Volkswagen Jetta SportWagen,74756,39,29,11300,Volkswagen,Jetta SportWagen,2.0L,Diesel Turbo I4,140,auto
"https://www.carvana.com/search/2000167564/2015-kia-ex-sedan-4d-?sri=3980d052-b459-4f75-8f9e-a4213ee9b500
",Sedan,5.0,Bright Silver,Beige,17 Alloy wheels,215-55,Gas,"60 mo. / 60,000 mi.; 18 mos. 35,200 mi. left","60 mo. / 60,000 mi.; 18 mos. 35,200 mi. left",2.4L I4,192 hp / 181 ft-lbs. torque,"Auto, 6-Spd Sportmatic",2000167564.0,5XXGN4A7XFG482924,2015,Kia Optima,24561,24,23,15400,Kia,Optima,2.4L,I4,192,auto
"https://www.carvana.com/search/2000168575/2015-bmw-range-extender-hatchback-4d-?sri=3980d052-b459-4f75-8f9e-a4213ee9b500
",Hatchback,4.0,Arravani Grey w/ BMW i Frozen Blue Accent,Mega Carum Spice Grey/Carum Spice Grey,19 Alloy wheels,155-70,Lith Electric,"48 mo. / 50,000 mi.; 11 mos. 39,900 mi. left","48 mo. / 50,000 mi.; 11 mos. 39,900 mi. left",Range-Extended Electric,170 hp / 184 ft-lbs. torque,"Automatic, 1-Spd",2000168575.0,WBY1Z4C51FV503362,2015,BMW i3,9819,107,127,20800,BMW,i3,Range-Extended,Electric,170,auto
"https://www.carvana.com/search/2000168296/2015-hyundai-limited-sedan-4d-?sri=3980d052-b459-4f75-8f9e-a4213ee9b500
",Sedan,5.0,SILVER,BEIGE,17 Alloy wheels,215-55,Gas,"60 mo. / 60,000 mi.; 17 mos. 34,900 mi. left","60 mo. / 60,000 mi.; 17 mos. 34,900 mi. left",2.4L I4,185 hp / 178 ft-lbs. torque,"Auto, 6-Spd w/Shiftronic & Drive Mode Select",2000168296.0,5NPE34AFXFH171146,2015,Hyundai Sonata,24833,35,24,16400,Hyundai,Sonata,2.4L,I4,185,auto
"https://www.carvana.com/search/2000167245/2017-nissan-s-sedan-4d-?sri=3980d052-b459-4f75-8f9e-a4213ee9b500
",Sedan,5.0,BLACK,BLACK,18 Alloy wheels,245-45,Gas,"36 mo. / 36,000 mi.; 13 mos. 18,700 mi. left","60 mo. / 60,000 mi.; 37 mos. 42,700 mi. left",3.5L V6,300 hp / 261 ft-lbs. torque,"Auto, Xtronic CVT",2000167245.0,1N4AA6AP7HC400394,2017,Nissan Maxima,17043,30,21,22600,Nissan,Maxima,3.5L,V6,300,auto
"https://www.carvana.com/search/2000167143/2015-jeep-sport-suv-4d-?sri=3980d052-b459-4f75-8f9e-a4213ee9b500
",SUV,5.0,BLACK,BLACK,16 Alloy wheels,205-70,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 100,000 mi.; 15 mos. 70,700 mi. left",2.4L I4,172 hp / 165 ft-lbs. torque,"Manual, 5-Spd",2000167143.0,1C4NJRBB9FD396548,2015,Jeep Patriot,29068,27,22,14500,Jeep,Patriot,2.4L,I4,172,manual
"https://www.carvana.com/search/2000164136/2016-toyota-se-sedan-4d-?sri=3980d052-b459-4f75-8f9e-a4213ee9b500
",Sedan,5.0,BLUE,Black,17 Alloy wheels,215-55,Gas,"36 mo. / 36,000 mi.; 4 mos. 8,800 mi. left","60 mo. / 60,000 mi.; 28 mos. 32,800 mi. left",2.5L I4,178 hp / 170 ft-lbs. torque,"Auto, 6-Spd SeqShft",2000164136.0,4T1BF1FK0GU572416,2016,Toyota Camry,26967,35,25,15900,Toyota,Camry,2.5L,I4,178,auto
"https://www.carvana.com/search/2000165865/2013-volkswagen-2.0l-tdi-sport-wagon-4d-?sri=3980d052-b459-4f75-8f9e-a4213ee9b500
",Wagon,5.0,Moonrock Silver Metallic,Cornsilk Beige,17 Alloy wheels,225-45,Diesel,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; Expired",2.0L Diesel Turbo I4,140 hp / 236 ft-lbs. torque,Auto 6-Spd DSG Tptrnc Spt,2000165865.0,3VWPL7AJ0DM685347,2013,Volkswagen Jetta SportWagen,53561,39,29,11900,Volkswagen,Jetta SportWagen,2.0L,Diesel Turbo I4,140,auto
"https://www.carvana.com/search/2000168359/2017-infiniti-sport-utility-4d-?sri=3980d052-b459-4f75-8f9e-a4213ee9b500
",Wagon,5.0,BLACK,BLACK,18 Alloy wheels,225-55,Gas,"48 mo. / 60,000 mi.; 21 mos. 17,500 mi. left","72 mo. / 70,000 mi.; 45 mos. 27,500 mi. left",3.7L V6,325 hp / 267 ft-lbs. torque,"Auto, 7-Spd Rev Matching",2000168359.0,JN1BJ0RPXHM382647,2017,INFINITI QX50,42219,24,17,21900,INFINITI,QX50,3.7L,V6,325,auto
"https://www.carvana.com/search/2000165796/2015-hyundai-limited-sedan-4d-?sri=3980d052-b459-4f75-8f9e-a4213ee9b500
",Sedan,5.0,Quartz White Pearl,Beige,17 Alloy wheels,215-55,Gas,"60 mo. / 60,000 mi.; 10 mos. 18,900 mi. left","60 mo. / 60,000 mi.; 10 mos. 18,900 mi. left",2.4L I4,185 hp / 178 ft-lbs. torque,"Auto, 6-Spd w/Shiftronic & Drive Mode Select",2000165796.0,5NPE34AFXFH012756,2015,Hyundai Sonata,40882,35,24,15700,Hyundai,Sonata,2.4L,I4,185,auto
"https://www.carvana.com/search/2000165155/2017-nissan-s-pickup-2d-6-ft-?sri=3980d052-b459-4f75-8f9e-a4213ee9b500
",Pickup,4.0,Glacier White,Steel,15 Alloy wheels,235-75,Gas,"36 mo. / 36,000 mi.; 18 mos. 27,400 mi. left","60 mo. / 60,000 mi.; 42 mos. 51,400 mi. left",2.5L I4,152 hp / 171 ft-lbs. torque,"Automatic, 5-Spd",2000165155.0,1N6BD0CT1HN720440,2017,Nissan Frontier King Cab,8400,22,17,18300,Nissan,Frontier King Cab,2.5L,I4,152,auto
"https://www.carvana.com/search/2000164126/2017-chevrolet-lt-hatchback-4d-?sri=3980d052-b459-4f75-8f9e-a4213ee9b500
",Hatchback,5.0,Cajun Red Tintcoat,BLACK,16 Alloy wheels,205-55,Gas,"36 mo. / 36,000 mi.; 15 mos. 21,800 mi. left","60 mo. / 60,000 mi.; 39 mos. 45,800 mi. left",1.4L Turbo I4,153 hp / 177 ft-lbs. torque,"Automatic, 6-Spd",2000164126.0,3G1BE6SM7HS608883,2017,Chevrolet Cruze,13963,38,29,15100,Chevrolet,Cruze,1.4L,Turbo I4,153,auto
"https://www.carvana.com/search/2000164247/2017-dodge-gt-minivan-4d-?sri=3980d052-b459-4f75-8f9e-a4213ee9b500
",Minivan,7.0,GRAY,BLACK,17 Alloy wheels,225-65,Flex Fuel,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 38 mos. 15,000 mi. left",Pentastar 3.6L Flex Fuel V6,283 hp / 260 ft-lbs. torque,"Automatic, 6-Spd",2000164247.0,2C4RDGEG0HR737467,2017,Dodge Grand Caravan Passenger,44774,25,17,16500,Dodge,Grand Caravan Passenger,Pentastar,3.6L Flex Fuel V6,283,auto
"https://www.carvana.com/search/2000162598/2017-bmw-330i-sedan-4d-?sri=3980d052-b459-4f75-8f9e-a4213ee9b500
",Sedan,5.0,Glacier Silver Metallic,Black,17 Alloy wheels,225-50,Gas,"48 mo. / 50,000 mi.; 22 mos. 18,900 mi. left","48 mo. / 50,000 mi.; 22 mos. 18,900 mi. left",2.0L Turbo I4,248 hp / 258 ft-lbs. torque,"Auto, 8-Spd Sport",2000162598.0,WBA8B9C56HK884838,2017,BMW 3 Series,30869,34,23,25900,BMW,3 Series,2.0L,Turbo I4,248,auto
"https://www.carvana.com/search/2000162584/2013-volkswagen-2.0l-tdi-sport-wagon-4d-?sri=3980d052-b459-4f75-8f9e-a4213ee9b500
",Wagon,5.0,Black Uni,Cornsilk Beige,16 Alloy wheels,205-55,Diesel,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; Expired",2.0L Diesel Turbo I4,140 hp / 236 ft-lbs. torque,Auto 6-Spd DSG Tptrnc Spt,2000162584.0,3VWPL7AJ4DM617195,2013,Volkswagen Jetta SportWagen,35782,39,29,12000,Volkswagen,Jetta SportWagen,2.0L,Diesel Turbo I4,140,auto
"https://www.carvana.com/search/2000160572/2014-volkswagen-tdi-convertible-2d-?sri=3980d052-b459-4f75-8f9e-a4213ee9b500
",Convertible,4.0,Platinum Gray Metallic,Anthracite/Galvano Gray,18 Alloy wheels,235-45,Diesel,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 13 mos. 14,800 mi. left",2.0L Diesel Turbo I4,140 hp / 236 ft-lbs. torque,"Auto, 6-Spd Tiptronic",2000160572.0,3VW5L7ATXEM816228,2014,Volkswagen Beetle,44901,37,28,14800,Volkswagen,Beetle,2.0L,Diesel Turbo I4,140,auto
"https://www.carvana.com/search/2000160507/2017-kia-premium-sedan-4d-?sri=3980d052-b459-4f75-8f9e-a4213ee9b500
",Sedan,5.0,Silky Silver,Black,18 Alloy wheels,245-45,Gas,"60 mo. / 60,000 mi.; 36 mos. 46,800 mi. left","60 mo. / 60,000 mi.; 36 mos. 46,800 mi. left",3.3L V6,290 hp / 253 ft-lbs. torque,"Automatic, 8-Spd w/Overdrive & Sportmatic",2000160507.0,KNALB4J10H5052407,2017,Kia Cadenza,12928,28,20,21300,Kia,Cadenza,3.3L,V6,290,auto
"https://www.carvana.com/search/2000216908/2017-nissan-s-sedan-4d-?sri=830c4776-f37b-47a6-a86c-e9581dad9719
",Sedan,5.0,BLACK,BLACK,17 Alloy wheels,205-50,Gas,"36 mo. / 36,000 mi.; 30 mos. 26,500 mi. left","60 mo. / 60,000 mi.; 53 mos. 50,500 mi. left",1.8L I4,130 hp / 128 ft-lbs. torque,"Auto, CVT w/Xtronic",2000216908.0,3N1AB7AP2HY300212,2017,Nissan Sentra,9222,37,29,15600,Nissan,Sentra,1.8L,I4,130,auto
"https://www.carvana.com/search/2000214569/2017-gmc-denali-sport-utility-4d-?sri=830c4776-f37b-47a6-a86c-e9581dad9719
",SUV,5.0,White Frost Tricoat,Light Titanium,19 Alloy wheels,235-55,Gas,"36 mo. / 36,000 mi.; 11 mos. 27,100 mi. left","72 mo. / 72,000 mi.; 47 mos. 63,100 mi. left",3.6L V6,301 hp / 272 ft-lbs. torque,"Automatic, 6-Spd",2000214569.0,2GKFLVE34H6148497,2017,GMC Terrain,8659,29,20,29700,GMC,Terrain,3.6L,V6,301,auto
"https://www.carvana.com/search/2000215280/2015-kia-ex-sedan-4d-?sri=830c4776-f37b-47a6-a86c-e9581dad9719
",Sedan,5.0,SILVER,Gray,17 Alloy wheels,215-55,Gas,"60 mo. / 60,000 mi.; 15 mos. 24,200 mi. left","60 mo. / 60,000 mi.; 15 mos. 24,200 mi. left",2.4L I4,192 hp / 181 ft-lbs. torque,"Auto, 6-Spd Sportmatic",2000215280.0,5XXGN4A72FG396698,2015,Kia Optima,35536,24,23,15200,Kia,Optima,2.4L,I4,192,auto
"https://www.carvana.com/search/2000213816/2015-toyota-le-sport-utility-4d-?sri=830c4776-f37b-47a6-a86c-e9581dad9719
",SUV,5.0,Barcelona Red Metallic,BLACK,17 Steel with hub caps,225-65,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; Expired",2.5L I4,176 hp / 172 ft-lbs. torque,"Automatic, 6-Spd",2000213816.0,2T3BFREV7FW289074,2015,Toyota RAV4,62429,29,22,15800,Toyota,RAV4,2.5L,I4,176,auto
"https://www.carvana.com/search/2000216689/2017-chevrolet-lt-sedan-4d-?sri=830c4776-f37b-47a6-a86c-e9581dad9719
",Sedan,5.0,SILVER,BLACK,18 Alloy wheels,235-50,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 35 mos. 18,000 mi. left",3.6L Flex Fuel V6,305 hp / 264 ft-lbs. torque,"Automatic, 6-Spd",2000216689.0,1G1105S37HU185556,2017,Chevrolet Impala,41713,30,22,16000,Chevrolet,Impala,3.6L,Flex Fuel V6,305,auto
"https://www.carvana.com/search/2000212934/2015-chevrolet-ltz-sport-utility-4d-?sri=830c4776-f37b-47a6-a86c-e9581dad9719
",Wagon,5.0,Summit White,Jet Black/Brownstone,18 Alloy wheels,215-55,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 100,000 mi.; 18 mos. 81,100 mi. left",Ecotec 1.4L Turbo I4,138 hp / 148 ft-lbs. torque,"Automatic, 6-Spd",2000212934.0,KL7CJTSB3FB067390,2015,Chevrolet Trax,18630,31,24,17900,Chevrolet,Trax,Ecotec,1.4L Turbo I4,138,auto
"https://www.carvana.com/search/2000217608/2017-nissan-sv-sport-utility-4d-?sri=830c4776-f37b-47a6-a86c-e9581dad9719
",Wagon,5.0,Brilliant Silver,Charcoal,17 Alloy wheels,225-65,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 40 mos. 20,900 mi. left",2.5L I4,170 hp / 175 ft-lbs. torque,"Auto, CVT Xtronic",2000217608.0,KNMAT2MTXHP589833,2017,Nissan Rogue,38885,33,26,16600,Nissan,Rogue,2.5L,I4,170,auto
"https://www.carvana.com/search/2000216098/2016-toyota-le-sedan-4d-?sri=830c4776-f37b-47a6-a86c-e9581dad9719
",Sedan,5.0,Creme Brulee Mica,Almond,16 Steel with hub caps,205-65,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 23 mos. 30,100 mi. left",2.5L I4,178 hp / 170 ft-lbs. torque,"Auto, 6-Spd SeqShft",2000216098.0,4T4BF1FK3GR541246,2016,Toyota Camry,29694,35,25,15300,Toyota,Camry,2.5L,I4,178,auto
"https://www.carvana.com/search/2000217065/2016-toyota-le-sedan-4d-?sri=830c4776-f37b-47a6-a86c-e9581dad9719
",Sedan,5.0,Slate Metallic,Steel Gray,15 Steel with hub caps,195-65,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 20 mos. 31,300 mi. left",1.8L I4,132 hp / 128 ft-lbs. torque,"Automatic, CVTi-S",2000217065.0,5YFBURHE8GP384532,2016,Toyota Corolla,28434,36,27,13900,Toyota,Corolla,1.8L,I4,132,auto
"https://www.carvana.com/search/2000213169/2015-hyundai-se-sedan-4d-?sri=830c4776-f37b-47a6-a86c-e9581dad9719
",Sedan,5.0,RED,GRAY,16 Alloy wheels,205-65,Gas,"60 mo. / 60,000 mi.; 21 mos. 23,800 mi. left","60 mo. / 60,000 mi.; 21 mos. 23,800 mi. left",2.4L I4,185 hp / 178 ft-lbs. torque,"Auto, 6-Spd w/Shiftronic & Drive Mode Select",2000213169.0,5NPE24AF7FH242306,2015,Hyundai Sonata,35968,37,25,12600,Hyundai,Sonata,2.4L,I4,185,auto
"https://www.carvana.com/search/2000213175/2017-infiniti-3.7-sport-utility-4d-?sri=830c4776-f37b-47a6-a86c-e9581dad9719
",SUV,5.0,Liquid Platinum,Graphite,18 Alloy wheels,265-60,Gas,"48 mo. / 60,000 mi.; 25 mos. 11,100 mi. left","72 mo. / 70,000 mi.; 49 mos. 21,100 mi. left",3.7L V6,325 hp / 267 ft-lbs. torque,"Auto, 7-Spd Rev Matching",2000213175.0,JN8CS1MWXHM413659,2017,INFINITI QX70,48679,22,16,24400,INFINITI,QX70,3.7L,V6,325,auto
"https://www.carvana.com/search/2000213161/2015-ford-sel-wagon-4d-?sri=830c4776-f37b-47a6-a86c-e9581dad9719
",Wagon,5.0,WHITE,Charcoal Black,17 Alloy wheels,225-50,Gas/Elec Hybrid,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 11 mos. 15,700 mi. left",2.0L Hybrid I4,188 hp,"Automatic, CVT",2000213161.0,1FADP5BU4FL102344,2015,Ford C-MAX Hybrid,44011,47,47,13500,Ford,C-MAX Hybrid,2.0L,Hybrid I4,188,auto
"https://www.carvana.com/search/2000217669/2017-hyundai-coupe-3d-?sri=830c4776-f37b-47a6-a86c-e9581dad9719
",Coupe,4.0,Ironman Silver,BLACK,17 Alloy wheels,215-45,Gas,"60 mo. / 60,000 mi.; 33 mos. 16,800 mi. left","60 mo. / 60,000 mi.; 33 mos. 16,800 mi. left",1.6L I4,132 hp / 120 ft-lbs. torque,"Auto, 6-Spd EcoShift DCT",2000217669.0,KMHTC6AD0HU307547,2017,Hyundai Veloster,42908,36,28,12200,Hyundai,Veloster,1.6L,I4,132,auto
"https://www.carvana.com/search/2000212593/2017-chevrolet-lt-sport-utility-4d-?sri=830c4776-f37b-47a6-a86c-e9581dad9719
",Wagon,5.0,SILVER,Jet Black/Light Ash Gray,16 Alloy wheels,205-70,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 33 mos. 19,200 mi. left",Ecotec 1.4L Turbo I4,138 hp / 148 ft-lbs. torque,"Automatic, 6-Spd",2000212593.0,3GNCJPSB1HL164283,2017,Chevrolet Trax,40574,30,24,14900,Chevrolet,Trax,Ecotec,1.4L Turbo I4,138,auto
"https://www.carvana.com/search/2000212712/2015-nissan-sv-sedan-4d-?sri=830c4776-f37b-47a6-a86c-e9581dad9719
",Sedan,5.0,GRAY,BLACK,16 Steel with hub caps,205-55,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 24 mos. 44,000 mi. left",1.8L I4,130 hp / 128 ft-lbs. torque,"Automatic, CVT w/Xtronic",2000212712.0,3N1AB7AP5FL680835,2015,Nissan Sentra,15785,39,29,12300,Nissan,Sentra,1.8L,I4,130,auto
"https://www.carvana.com/search/2000217646/2017-chevrolet-premier-sedan-4d-?sri=830c4776-f37b-47a6-a86c-e9581dad9719
",Sedan,5.0,SILVER,BLACK,19 Alloy wheels,245-45,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 38 mos. 12,300 mi. left",3.6L Flex Fuel V6,305 hp / 264 ft-lbs. torque,"Auto, 6-Spd Overdrive",2000217646.0,2G1145S35H9187839,2017,Chevrolet Impala,47471,28,19,18400,Chevrolet,Impala,3.6L,Flex Fuel V6,305,auto
"https://www.carvana.com/search/2000219916/2017-chevrolet-premier-sedan-4d-?sri=f65aed63-5bb3-47ea-bc91-2265e4fb765d
",Sedan,5.0,Silver Ice Metallic,BLACK,17 Alloy wheels,205-50,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 35 mos. 16,400 mi. left",Ecotec 1.4L Turbo I4,138 hp / 148 ft-lbs. torque,"Automatic, 6-Spd",2000219916.0,1G1JF5SB9H4139068,2017,Chevrolet Sonic,43360,36,27,11900,Chevrolet,Sonic,Ecotec,1.4L Turbo I4,138,auto
"https://www.carvana.com/search/2000216648/2017-chevrolet-lt-sedan-4d-?sri=f65aed63-5bb3-47ea-bc91-2265e4fb765d
",Sedan,5.0,Silver Ice Metallic,Jet Black,18 Alloy wheels,235-50,Flex Fuel,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 35 mos. 15,000 mi. left",3.6L Flex Fuel V6,305 hp / 264 ft-lbs. torque,"Automatic, 6-Spd",2000216648.0,2G1105S30H9158843,2017,Chevrolet Impala,44712,30,22,15800,Chevrolet,Impala,3.6L,Flex Fuel V6,305,auto
"https://www.carvana.com/search/2000218661/2016-lexus-es-350-sedan-4d-?sri=f65aed63-5bb3-47ea-bc91-2265e4fb765d
",Sedan,5.0,Silver Lining Metallic,GRAY,17 Alloy wheels,215-55,Gas,"48 mo. / 50,000 mi.; 9 mos. 29,700 mi. left","72 mo. / 70,000 mi.; 33 mos. 49,700 mi. left",3.5L V6,268 hp / 248 ft-lbs. torque,"Auto, 6-Spd Seq Shft",2000218661.0,JTHBK1GG4G2225563,2016,Lexus ES,20066,31,21,27400,Lexus,ES,3.5L,V6,268,auto
"https://www.carvana.com/search/2000217458/2016-jeep-unlimited-sport-suv-4d-?sri=f65aed63-5bb3-47ea-bc91-2265e4fb765d
",SUV,5.0,WHITE,Black,17 Alloy wheels,255-75,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 24 mos. 23,000 mi. left",3.6L V6,285 hp / 260 ft-lbs. torque,"Automatic, 5-Spd",2000217458.0,1C4BJWDG0GL169332,2016,Jeep Wrangler,36724,20,16,26000,Jeep,Wrangler,3.6L,V6,285,auto
