,Body,Passengers,Interior,Exterior,Wheels,Tires,Fuel,Basic,Powertrain,Engine,Horsepower,Transmission,Stock,VIN,Year,Make Model,Mileage,Highway,City,Price,Brand,Model,Liters,Cylinder,HP,TransType
"https://www.carvana.com/search/2000216449/2017-gmc-sle-2-sport-utility-4d-?sri=f881d4b4-d3c8-4521-a373-6e08375e5375
",SUV,5.0,SILVER,BLACK,18 Alloy wheels,235-55,Gas,"36 mo. / 36,000 mi.; 9 mos. 17,300 mi. left","72 mo. / 72,000 mi.; 45 mos. 53,300 mi. left",Ecotec 2.4L I4,182 hp / 172 ft-lbs. torque,"Automatic, 6-Spd",2000216449,2GKALNEKXH6187015,2017,GMC Terrain,18439,32,22,18900,GMC,Terrain,Ecotec,2.4L I4,182,auto
"https://www.carvana.com/search/2000218213/2017-gmc-sle-2-sport-utility-4d-?sri=f881d4b4-d3c8-4521-a373-6e08375e5375
",SUV,5.0,BLUE,BLACK,18 Alloy wheels,235-55,Gas,"36 mo. / 36,000 mi.; 13 mos. 15,700 mi. left","72 mo. / 72,000 mi.; 49 mos. 51,700 mi. left",Ecotec 2.4L I4,182 hp / 172 ft-lbs. torque,"Automatic, 6-Spd",2000218213,2GKALNEK8H6302579,2017,GMC Terrain,20023,32,22,18200,GMC,Terrain,Ecotec,2.4L I4,182,auto
"https://www.carvana.com/search/2000212081/2015-hyundai-sport-2.0t-sedan-4d-?sri=f881d4b4-d3c8-4521-a373-6e08375e5375
",Sedan,5.0,Lakeside Blue,Gray,18 Alloy wheels,235-45,Gas,"60 mo. / 60,000 mi.; 11 mos. 24,600 mi. left","60 mo. / 60,000 mi.; 11 mos. 24,600 mi. left",Theta II 2.0L Turbo I4,245 hp / 260 ft-lbs. torque,"Auto, 6-Spd w/Shiftronic & Drive Mode Select",2000212081,5NPE34AB9FH110139,2015,Hyundai Sonata,35133,32,23,16100,Hyundai,Sonata,Theta,II 2.0L Turbo I4,245,auto
"https://www.carvana.com/search/2000213399/2015-nissan-2.5-s-sedan-4d-?sri=f881d4b4-d3c8-4521-a373-6e08375e5375
",Sedan,5.0,Brilliant Silver,Charcoal,17 Alloy wheels,215-55,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 21 mos. 42,900 mi. left",2.5L I4,182 hp / 180 ft-lbs. torque,"Automatic, Xtronic CVT",2000213399,1N4AL3AP5FC485290,2015,Nissan Altima,16858,38,27,14300,Nissan,Altima,2.5L,I4,182,auto
"https://www.carvana.com/search/2000216641/2017-dodge-sxt-coupe-2d-?sri=f881d4b4-d3c8-4521-a373-6e08375e5375
",Coupe,5.0,Maximum Steel Metallic Clear Coat,Black,18 Alloy wheels,235-55,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 39 mos. 17,900 mi. left",Pentastar 3.6L V6,305 hp / 268 ft-lbs. torque,"Automatic, 8-Spd",2000216641,2C3CDZAGXHH635787,2017,Dodge Challenger,41831,30,19,18800,Dodge,Challenger,Pentastar,3.6L V6,305,auto
"https://www.carvana.com/search/2000218190/2017-gmc-sle-2-sport-utility-4d-?sri=f881d4b4-d3c8-4521-a373-6e08375e5375
",SUV,5.0,SILVER,Light Titanium,18 Alloy wheels,235-55,Gas,"36 mo. / 36,000 mi.; 12 mos. 16,100 mi. left","72 mo. / 72,000 mi.; 48 mos. 52,100 mi. left",Ecotec 2.4L I4,182 hp / 172 ft-lbs. torque,"Automatic, 6-Spd",2000218190,2GKALNEK1H6305064,2017,GMC Terrain,19609,32,22,18800,GMC,Terrain,Ecotec,2.4L I4,182,auto
"https://www.carvana.com/search/2000217513/2015-hyundai-se-sedan-4d-?sri=f881d4b4-d3c8-4521-a373-6e08375e5375
",Sedan,5.0,BROWN,Beige,16 Alloy wheels,205-65,Gas,"60 mo. / 60,000 mi.; 20 mos. 26,000 mi. left","60 mo. / 60,000 mi.; 20 mos. 26,000 mi. left",2.4L I4,185 hp / 178 ft-lbs. torque,"Auto, 6-Spd w/Shiftronic & Drive Mode Select",2000217513,5NPE24AFXFH245121,2015,Hyundai Sonata,33799,37,25,13600,Hyundai,Sonata,2.4L,I4,185,auto
"https://www.carvana.com/search/2000225686/2017-jeep-laredo-e-sport-utility-4d-?sri=224342ec-b0f6-4a8c-a91e-f11433eb6696
",SUV,5.0,Billet Metallic Clear Coat,Black,17 Alloy wheels,245-70,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 40 mos. 12,700 mi. left",3.6L V6,295 hp / 260 ft-lbs. torque,"Automatic, 8-Spd",2000225686,1C4RJFAG3HC937969,2017,Jeep Grand Cherokee,47079,25,18,22300,Jeep,Grand Cherokee,3.6L,V6,295,auto
"https://www.carvana.com/search/2000225650/2017-nissan-sv-sport-utility-4d-?sri=224342ec-b0f6-4a8c-a91e-f11433eb6696
",Wagon,5.0,Brilliant Silver,Almond,17 Alloy wheels,235-65,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 40 mos. 20,100 mi. left",2.5L I4,170 hp / 175 ft-lbs. torque,"Auto, CVT Xtronic",2000225650,KNMAT2MVXHP582933,2017,Nissan Rogue,39614,32,25,17100,Nissan,Rogue,2.5L,I4,170,auto
"https://www.carvana.com/search/2000226950/2015-infiniti-3.7-premium-sedan-4d-?sri=224342ec-b0f6-4a8c-a91e-f11433eb6696
",Sedan,5.0,Moonlight White,Wheat,17 Alloy wheels,225-55,Gas,"48 mo. / 60,000 mi.; 9 mos. 29,400 mi. left","72 mo. / 70,000 mi.; 33 mos. 39,400 mi. left",3.7L V6,328 hp / 269 ft-lbs. torque,"Auto, 7-Spd Rev Match",2000226950,JN1BV7AP9FM341433,2015,INFINITI Q50,30351,29,20,19900,INFINITI,Q50,3.7L,V6,328,auto
"https://www.carvana.com/search/2000228714/2016-jeep-high-altitude-edition-sport-utility-4d-?sri=224342ec-b0f6-4a8c-a91e-f11433eb6696
",SUV,5.0,Black Clear Coat,BLACK,17 Alloy wheels,215-60,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 24 mos. 28,100 mi. left",2.4L I4,172 hp / 165 ft-lbs. torque,"Auto, 6-Spd AutoStick",2000228714,1C4NJRFB7GD532252,2016,Jeep Patriot,31621,27,21,16200,Jeep,Patriot,2.4L,I4,172,auto
"https://www.carvana.com/search/2000227138/2015-toyota-sr5-sport-utility-4d-?sri=224342ec-b0f6-4a8c-a91e-f11433eb6696
",SUV,5.0,RED,Graphite,17 Alloy wheels,265-70,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 18 mos. 21,500 mi. left",4.0L V6,270 hp / 278 ft-lbs. torque,"Auto, 5-Spd SeqShft",2000227138,JTEZU5JR2F5108844,2015,Toyota 4Runner,38281,22,17,26600,Toyota,4Runner,4.0L,V6,270,auto
"https://www.carvana.com/search/2000227192/2017-chevrolet-lt-sedan-4d-?sri=224342ec-b0f6-4a8c-a91e-f11433eb6696
",Hatchback,5.0,BLACK,Jet Black,17 Alloy wheels,215-50,Gas,"36 mo. / 36,000 mi.; 6 mos. 4,300 mi. left","60 mo. / 60,000 mi.; 30 mos. 28,300 mi. left",Range-Extended Electric,149 hp / 294 ft-lbs. torque,Single-Speed Fixed Gear,2000227192,1G1RC6S52HU119627,2017,Chevrolet Volt,31454,40,35,18700,Chevrolet,Volt,Range-Extended,Electric,149,
"https://www.carvana.com/search/2000225566/2017-nissan-2.5-sv-sedan-4d-?sri=224342ec-b0f6-4a8c-a91e-f11433eb6696
",Sedan,5.0,Gun Metallic,Charcoal,17 Alloy wheels,215-55,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 41 mos. 22,300 mi. left",2.5L I4,182 hp / 180 ft-lbs. torque,"Automatic, Xtronic CVT",2000225566,1N4AL3AP2HC292243,2017,Nissan Altima,37480,39,27,15000,Nissan,Altima,2.5L,I4,182,auto
"https://www.carvana.com/search/2000227208/2017-hyundai-limited-sedan-4d-?sri=224342ec-b0f6-4a8c-a91e-f11433eb6696
",Sedan,5.0,Scarlet Red,BEIGE,17 Alloy wheels,215-55,Gas,"60 mo. / 60,000 mi.; 45 mos. 45,100 mi. left","60 mo. / 60,000 mi.; 45 mos. 45,100 mi. left",2.4L I4,185 hp / 178 ft-lbs. torque,"Auto, 6-Spd Shiftronic",2000227208,5NPE34AFXHH500690,2017,Hyundai Sonata,14609,35,25,17300,Hyundai,Sonata,2.4L,I4,185,auto
"https://www.carvana.com/search/2000225254/2016-nissan-2.5-s-sedan-4d-?sri=224342ec-b0f6-4a8c-a91e-f11433eb6696
",Sedan,5.0,WHITE,Charcoal,16 Alloy wheels,215-60,Gas,"36 mo. / 36,000 mi.; 5 mos. 14,000 mi. left","60 mo. / 60,000 mi.; 29 mos. 38,000 mi. left",2.5L I4,182 hp / 180 ft-lbs. torque,"Automatic, Xtronic CVT",2000225254,1N4AL3AP3GN365431,2016,Nissan Altima,21748,39,27,14800,Nissan,Altima,2.5L,I4,182,auto
"https://www.carvana.com/search/2000223029/2017-lexus-rx-350-sport-utility-4d-?sri=224342ec-b0f6-4a8c-a91e-f11433eb6696
",SUV,5.0,Satin Cashmere Metallic,Parchment w/Gray Sapele Wood Trim,16 Alloy wheels,235-65,Gas,"48 mo. / 50,000 mi.; 31 mos. 34,800 mi. left","72 mo. / 70,000 mi.; 55 mos. 54,800 mi. left",3.5L V6,295 hp / 267 ft-lbs. torque,"Automatic, 8-Spd",2000223029,2T2ZZMCA7HC076367,2017,Lexus RX,14909,27,20,37600,Lexus,RX,3.5L,V6,295,auto
"https://www.carvana.com/search/2000225595/2015-lexus-is-250-sedan-4d-?sri=224342ec-b0f6-4a8c-a91e-f11433eb6696
",Sedan,5.0,Matador Red Mica,BEIGE,17 Alloy wheels,225-45,Gas,"48 mo. / 50,000 mi.; Expired","72 mo. / 70,000 mi.; 24 mos. 41,300 mi. left",2.5L V6,204 hp / 185 ft-lbs. torque,"Automatic, 6-Spd",2000225595,JTHBF1D27F5064118,2015,Lexus IS,28412,30,21,21400,Lexus,IS,2.5L,V6,204,auto
"https://www.carvana.com/search/2000229246/2018-kia-lx-sedan-4d-?sri=224342ec-b0f6-4a8c-a91e-f11433eb6696
",Sedan,5.0,Snow White Pearl,Gray,15 Steel with hub caps,195-65,Gas,"60 mo. / 60,000 mi.; 54 mos. 46,500 mi. left","60 mo. / 60,000 mi.; 54 mos. 46,500 mi. left",2.0L I4,147 hp / 132 ft-lbs. torque,"Automatic, 6-Spd w/Sportmatic",2000229246,3KPFK4A78JE218493,2018,Kia Forte,13219,37,29,13700,Kia,Forte,2.0L,I4,147,auto
"https://www.carvana.com/search/2000227665/2016-buick-sport-touring-sport-utility-4d-?sri=224342ec-b0f6-4a8c-a91e-f11433eb6696
",SUV,5.0,River Rock Metallic/Dark Cocoa Ash,BLACK,18 Alloy wheels,215-55,Gas,"48 mo. / 50,000 mi.; 12 mos. 24,700 mi. left","72 mo. / 70,000 mi.; 36 mos. 44,700 mi. left",1.4L Turbo I4,153 hp / 177 ft-lbs. torque,"Auto, 6-Spd OD ShftCtrl",2000227665,KL4CJ2SM5GB565424,2016,Buick Encore,25045,30,23,17300,Buick,Encore,1.4L,Turbo I4,153,auto
"https://www.carvana.com/search/2000225698/2017-buick-essence-sport-utility-4d-?sri=224342ec-b0f6-4a8c-a91e-f11433eb6696
",SUV,5.0,Winterberry Red Metallic,BEIGE,18 Alloy wheels,215-55,Gas,"48 mo. / 50,000 mi.; 26 mos. 1,000 mi. left","72 mo. / 70,000 mi.; 50 mos. 21,000 mi. left",Ecotec 1.4L Turbo I4,138 hp / 148 ft-lbs. torque,"Auto, 6-Spd OD ShftCtrl",2000225698,KL4CJCSB3HB137213,2017,Buick Encore,48771,33,27,15300,Buick,Encore,Ecotec,1.4L Turbo I4,138,auto
"https://www.carvana.com/search/2000226495/2017-nissan-sl-sport-utility-4d-?sri=224342ec-b0f6-4a8c-a91e-f11433eb6696
",Wagon,5.0,Glacier White,Charcoal,18 Alloy wheels,225-60,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 43 mos. 18,900 mi. left",2.5L I4,170 hp / 175 ft-lbs. torque,"Auto, CVT Xtronic",2000226495,5N1AT2MV4HC870420,2017,Nissan Rogue,40814,32,25,20200,Nissan,Rogue,2.5L,I4,170,auto
"https://www.carvana.com/search/2000226954/2016-buick-sport-touring-sport-utility-4d-?sri=224342ec-b0f6-4a8c-a91e-f11433eb6696
",SUV,5.0,Graphite Gray Metallic/Dark Cocoa Ash,Titanium,18 Alloy wheels,215-55,Gas,"48 mo. / 50,000 mi.; 17 mos. 39,500 mi. left","72 mo. / 70,000 mi.; 41 mos. 59,500 mi. left",1.4L Turbo I4,153 hp / 177 ft-lbs. torque,"Auto, 6-Spd OD ShftCtrl",2000226954,KL4CJ2SM4GB610725,2016,Buick Encore,10223,30,23,17900,Buick,Encore,1.4L,Turbo I4,153,auto
"https://www.carvana.com/search/2000222443/2013-toyota-xle-sedan-4d-?sri=224342ec-b0f6-4a8c-a91e-f11433eb6696
",Sedan,5.0,Classic Silver Metallic,BEIGE,17 Alloy wheels,215-55,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; Expired",2.5L I4,178 hp / 170 ft-lbs. torque,"Automatic, 6-Spd",2000222443,4T4BF1FK7DR312743,2013,Toyota Camry,51466,35,25,14000,Toyota,Camry,2.5L,I4,178,auto
"https://www.carvana.com/search/2000218567/2016-audi-2.0t-premium-plus-sport-utility-4d-?sri=224342ec-b0f6-4a8c-a91e-f11433eb6696
",SUV,5.0,BLACK,BROWN,18 Alloy wheels,235-60,Gas,"48 mo. / 50,000 mi.; 15 mos. 14,700 mi. left","48 mo. / 50,000 mi.; 15 mos. 14,700 mi. left",2.0L Turbo I4,220 hp / 258 ft-lbs. torque,"Auto, 8-Spd Tiptronic Spt",2000218567,WA1L2AFP3GA124201,2016,Audi Q5,35059,28,20,29700,Audi,Q5,2.0L,Turbo I4,220,auto
"https://www.carvana.com/search/2000225649/2017-nissan-sv-2017.5-sport-utility-4d-?sri=224342ec-b0f6-4a8c-a91e-f11433eb6696
",Wagon,5.0,GRAY,Charcoal,17 Alloy wheels,225-65,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 41 mos. 18,600 mi. left",2.5L I4,170 hp / 175 ft-lbs. torque,"Auto, CVT Xtronic",2000225649,KNMAT2MV9HP583510,2017,Nissan Rogue,41161,32,25,17000,Nissan,Rogue,2.5L,I4,170,auto
"https://www.carvana.com/search/2000225620/2016-toyota-sr5-pickup-4d-5-12-ft-?sri=224342ec-b0f6-4a8c-a91e-f11433eb6696
",Pickup,5.0,SILVER,GRAY,18 Alloy wheels,255-70,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 21 mos. 42,000 mi. left",5.7L Flex Fuel V8,381 hp / 401 ft-lbs. torque,"Auto, 6-Spd Sequential",2000225620,5TFEW5F16GX192611,2016,Toyota Tundra CrewMax,17701,18,13,32300,Toyota,Tundra CrewMax,5.7L,Flex Fuel V8,381,auto
"https://www.carvana.com/search/2000226021/2016-chevrolet-lt-pickup-4d-6-12-ft-?sri=224342ec-b0f6-4a8c-a91e-f11433eb6696
",Pickup,5.0,Black,Dark Ash/Jet Black,17 Alloy wheels,255-70,Flex Fuel,"36 mo. / 36,000 mi.; 7 mos. 11,400 mi. left","60 mo. / 60,000 mi.; 31 mos. 35,400 mi. left",EcoTec3 4.3L Flex Fuel V6,285 hp / 305 ft-lbs. torque,"Auto, 6-Spd HD Overdrive",2000226021,1GCRCREH9GZ390460,2016,Chevrolet Silverado 1500 Double Cab,24304,24,18,29700,Chevrolet,Silverado 1500 Double Cab,EcoTec3,4.3L Flex Fuel V6,285,auto
"https://www.carvana.com/search/2000216025/2017-infiniti-sport-utility-4d-?sri=224342ec-b0f6-4a8c-a91e-f11433eb6696
",Wagon,5.0,Magnetic Red,BLACK,18 Alloy wheels,235-50,Gas,"48 mo. / 60,000 mi.; 23 mos. 28,900 mi. left","72 mo. / 70,000 mi.; 47 mos. 38,900 mi. left",2.0L Turbo I4,208 hp / 258 ft-lbs. torque,"Auto, 7-Spd Dual-Clutch",2000216025,SJKCH5CP4HA021741,2017,INFINITI QX30,30867,33,24,22300,INFINITI,QX30,2.0L,Turbo I4,208,auto
"https://www.carvana.com/search/2000215800/2015-infiniti-3.7-sedan-4d-?sri=22309447-8b76-461b-8f0f-62f01561d4a0
",Sedan,5.0,Liquid Platinum,Graphite,17 Alloy wheels,225-55,Gas,"48 mo. / 60,000 mi.; 11 mos. 24,600 mi. left","72 mo. / 70,000 mi.; 35 mos. 34,600 mi. left",3.7L V6,328 hp / 269 ft-lbs. torque,"Auto, 7-Spd Rev Match",2000215800,JN1BV7AP5FM356639,2015,INFINITI Q50,35178,29,20,18700,INFINITI,Q50,3.7L,V6,328,auto
"https://www.carvana.com/search/2000213314/2017-nissan-sl-sedan-4d-?sri=22309447-8b76-461b-8f0f-62f01561d4a0
",Sedan,5.0,Brilliant Silver,Charcoal,18 Alloy wheels,245-45,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 43 mos. 8,900 mi. left",3.5L V6,300 hp / 261 ft-lbs. torque,"Auto, Xtronic CVT",2000213314,1N4AA6AP6HC449408,2017,Nissan Maxima,50828,30,21,18500,Nissan,Maxima,3.5L,V6,300,auto
"https://www.carvana.com/search/2000216929/2017-chevrolet-ls-sedan-4d-?sri=22309447-8b76-461b-8f0f-62f01561d4a0
",Sedan,5.0,Blue Velvet Metallic,Dark Atmosphere/Medium Ash Gray,16 Alloy wheels,205-65,Gas,"36 mo. / 36,000 mi.; 18 mos. 1,400 mi. left","60 mo. / 60,000 mi.; 42 mos. 25,400 mi. left",Ecotec 1.5L Turbo I4,160 hp / 184 ft-lbs. torque,"Automatic, 6-Spd",2000216929,1G1ZB5ST7HF197658,2017,Chevrolet Malibu,34392,36,27,15600,Chevrolet,Malibu,Ecotec,1.5L Turbo I4,160,auto
"https://www.carvana.com/search/2000216698/2017-gmc-sle-1-sport-utility-4d-?sri=22309447-8b76-461b-8f0f-62f01561d4a0
",SUV,5.0,BLUE,GRAY,18 Alloy wheels,235-55,Gas,"36 mo. / 36,000 mi.; 11 mos. 12,500 mi. left","60 mo. / 60,000 mi.; 35 mos. 36,500 mi. left",Ecotec 2.4L I4,182 hp / 172 ft-lbs. torque,"Automatic, 6-Spd",2000216698,2GKALMEK1H6286218,2017,GMC Terrain,23297,32,22,17000,GMC,Terrain,Ecotec,2.4L I4,182,auto
"https://www.carvana.com/search/2000218241/2016-toyota-xle-sport-utility-4d-?sri=22309447-8b76-461b-8f0f-62f01561d4a0
",SUV,5.0,Barcelona Red Metallic,Ash,17 Alloy wheels,225-65,Gas,"36 mo. / 36,000 mi.; 2 mos. 19,300 mi. left","60 mo. / 60,000 mi.; 26 mos. 43,300 mi. left",2.5L I4,176 hp / 172 ft-lbs. torque,"Automatic, 6-Spd",2000218241,2T3WFREV7GW264159,2016,Toyota RAV4,16452,31,24,20400,Toyota,RAV4,2.5L,I4,176,auto
"https://www.carvana.com/search/2000212477/2016-toyota-le-sedan-4d-?sri=22309447-8b76-461b-8f0f-62f01561d4a0
",Sedan,5.0,Midnight Black Metallic,Almond,16 Alloy wheels,205-65,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 23 mos. 27,900 mi. left",2.5L I4,178 hp / 170 ft-lbs. torque,"Auto, 6-Spd SeqShft",2000212477,4T1BF1FK6GU153924,2016,Toyota Camry,31818,35,25,15200,Toyota,Camry,2.5L,I4,178,auto
"https://www.carvana.com/search/2000218172/2016-buick-premium-sport-utility-4d-?sri=22309447-8b76-461b-8f0f-62f01561d4a0
",SUV,5.0,RED,BLACK,18 Alloy wheels,215-55,Gas,"48 mo. / 50,000 mi.; 16 mos. 27,200 mi. left","72 mo. / 70,000 mi.; 40 mos. 47,200 mi. left",Ecotec 1.4L Turbo I4,138 hp / 148 ft-lbs. torque,"Auto, 6-Spd OD ShftCtrl",2000218172,KL4CJHSB2GB609106,2016,Buick Encore,22517,32,26,19400,Buick,Encore,Ecotec,1.4L Turbo I4,138,auto
"https://www.carvana.com/search/2000216684/2016-chevrolet-ltz-sport-utility-4d-?sri=22309447-8b76-461b-8f0f-62f01561d4a0
",SUV,5.0,Silver Ice Metallic,Jet Black,18 Alloy wheels,235-55,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 22 mos. 36,900 mi. left",Ecotec 2.4L I4,182 hp / 172 ft-lbs. torque,"Automatic, 6-Spd",2000216684,2GNALDEK3G6139481,2016,Chevrolet Equinox,22874,32,22,19200,Chevrolet,Equinox,Ecotec,2.4L I4,182,auto
"https://www.carvana.com/search/2000218836/2016-chevrolet-lt-sport-utility-4d-?sri=22309447-8b76-461b-8f0f-62f01561d4a0
",SUV,5.0,Silver Ice Metallic,Jet Black,17 Alloy wheels,225-65,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 19 mos. 22,800 mi. left",Ecotec 2.4L I4,182 hp / 172 ft-lbs. torque,"Automatic, 6-Spd",2000218836,2GNALCEK4G6103518,2016,Chevrolet Equinox,36984,32,22,15700,Chevrolet,Equinox,Ecotec,2.4L I4,182,auto
"https://www.carvana.com/search/2000216957/2016-chevrolet-ltz-hatchback-sedan-4d-?sri=22309447-8b76-461b-8f0f-62f01561d4a0
",Hatchback,5.0,Silver Ice Metallic,BLACK,17 Alloy wheels,205-50,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 24 mos. 19,200 mi. left",Ecotec 1.4L Turbo I4,138 hp / 148 ft-lbs. torque,"Automatic, 6-Spd",2000216957,1G1JE6SB1G4141422,2016,Chevrolet Sonic,40587,37,27,12100,Chevrolet,Sonic,Ecotec,1.4L Turbo I4,138,auto
"https://www.carvana.com/search/2000216822/2014-chevrolet-lt-coupe-2d-?sri=22309447-8b76-461b-8f0f-62f01561d4a0
",Coupe,4.0,Blue Ray Metallic,Black,20 Alloy wheels,245-45,Gas,"36 mo. / 36,000 mi.; 33 mos. 28,100 mi. left","60 mo. / 100,000 mi.; 57 mos. 92,100 mi. left",3.6L V6,323 hp / 278 ft-lbs. torque,"Auto, 6-Spd w/TAPshift",2000216822,2G1FC1E34E9112641,2014,Chevrolet Camaro,7697,29,18,21400,Chevrolet,Camaro,3.6L,V6,323,auto
"https://www.carvana.com/search/2000216925/2015-infiniti-3.7-sedan-4d-?sri=22309447-8b76-461b-8f0f-62f01561d4a0
",Sedan,5.0,BLACK,Wheat,17 Alloy wheels,225-55,Gas,"48 mo. / 60,000 mi.; 11 mos. 27,600 mi. left","72 mo. / 70,000 mi.; 35 mos. 37,600 mi. left",3.7L V6,328 hp / 269 ft-lbs. torque,"Auto, 7-Spd Rev Match",2000216925,JN1BV7AP3FM356008,2015,INFINITI Q50,32106,29,20,19600,INFINITI,Q50,3.7L,V6,328,auto
"https://www.carvana.com/search/2000217253/2017-jeep-latitude-sport-utility-4d-?sri=22309447-8b76-461b-8f0f-62f01561d4a0
",SUV,5.0,Granite Crystal Metallic Clear Coat,Black,17 Alloy wheels,225-60,Gas,"36 mo. / 36,000 mi.; 14 mos. 16,800 mi. left","60 mo. / 60,000 mi.; 38 mos. 40,800 mi. left",2.4L I4,180 hp / 171 ft-lbs. torque,"Automatic, 9-Spd",2000217253,1C4PJLCB1HW617717,2017,Jeep Cherokee,18984,30,21,18400,Jeep,Cherokee,2.4L,I4,180,auto
"https://www.carvana.com/search/2000217679/2017-gmc-slt-sport-utility-4d-?sri=22309447-8b76-461b-8f0f-62f01561d4a0
",SUV,5.0,Summit White,Jet Black,18 Alloy wheels,235-55,Gas,"36 mo. / 36,000 mi.; 14 mos. 5,200 mi. left","72 mo. / 72,000 mi.; 50 mos. 41,200 mi. left",Ecotec 2.4L I4,182 hp / 172 ft-lbs. torque,"Automatic, 6-Spd",2000217679,2GKFLUEK3H6329107,2017,GMC Terrain,30551,29,20,20800,GMC,Terrain,Ecotec,2.4L I4,182,auto
"https://www.carvana.com/search/2000218943/2017-nissan-sv-sedan-4d-?sri=22309447-8b76-461b-8f0f-62f01561d4a0
",Sedan,5.0,Super Black,Charcoal,18 Alloy wheels,245-45,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 31 mos. 14,500 mi. left",3.5L V6,300 hp / 261 ft-lbs. torque,"Auto, Xtronic CVT",2000218943,1N4AA6AP2HC383259,2017,Nissan Maxima,45266,30,21,19000,Nissan,Maxima,3.5L,V6,300,auto
"https://www.carvana.com/search/2000217315/2016-hyundai-sport-utility-4d-?sri=22309447-8b76-461b-8f0f-62f01561d4a0
",SUV,5.0,Canyon Copper,Beige,17 Alloy wheels,235-65,Gas,"60 mo. / 60,000 mi.; 29 mos. 12,100 mi. left","60 mo. / 60,000 mi.; 29 mos. 12,100 mi. left",2.4L I4,190 hp / 181 ft-lbs. torque,"Auto, 6-Spd Shiftronic",2000217315,5XYZTDLB9GG353084,2016,Hyundai Santa Fe Sport,47644,25,19,16000,Hyundai,Santa Fe Sport,2.4L,I4,190,auto
"https://www.carvana.com/search/2000210592/2017-nissan-sv-sport-utility-4d-?sri=22309447-8b76-461b-8f0f-62f01561d4a0
",Wagon,5.0,Red Alert,Black,17 Alloy wheels,215-55,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 36 mos. 22,400 mi. left",1.6L Turbo I4,188 hp / 177 ft-lbs. torque,"Automatic, CVT w/Xtronic",2000210592,JN8AF5MR4HT705049,2017,Nissan JUKE,37320,32,28,16100,Nissan,JUKE,1.6L,Turbo I4,188,auto
"https://www.carvana.com/search/2000214200/2017-lexus-rx-350-sport-utility-4d-?sri=22309447-8b76-461b-8f0f-62f01561d4a0
",SUV,5.0,Nightfall Mica,Noble Brown w/Gray Sapele Wood Trim,18 Alloy wheels,235-65,Gas,"48 mo. / 50,000 mi.; 24 mos. 17,400 mi. left","72 mo. / 70,000 mi.; 48 mos. 37,400 mi. left",3.5L V6,295 hp / 267 ft-lbs. torque,"Automatic, 8-Spd",2000214200,2T2ZZMCA8HC049744,2017,Lexus RX,32375,27,20,35000,Lexus,RX,3.5L,V6,295,auto
"https://www.carvana.com/search/2000215871/2016-lexus-200t-sport-utility-4d-?sri=22309447-8b76-461b-8f0f-62f01561d4a0
",Wagon,5.0,Nebula Gray Pearl,Black,17 Alloy wheels,225-65,Gas,"48 mo. / 50,000 mi.; 15 mos. 39,500 mi. left","72 mo. / 70,000 mi.; 39 mos. 59,500 mi. left",2.0L Turbo I4,235 hp / 258 ft-lbs. torque,"Auto, 6-Spd w/Multi-Mode",2000215871,JTJYARBZ5G2037119,2016,Lexus NX,10250,28,22,27700,Lexus,NX,2.0L,Turbo I4,235,auto
"https://www.carvana.com/search/2000207869/2016-lexus-is-200t-sedan-4d-?sri=22309447-8b76-461b-8f0f-62f01561d4a0
",Sedan,5.0,SILVER,BLACK,17 Alloy wheels,225-45,Gas,"48 mo. / 50,000 mi.; 10 mos. 27,600 mi. left","72 mo. / 70,000 mi.; 34 mos. 47,600 mi. left",2.0L Turbo I4,241 hp / 258 ft-lbs. torque,"Auto, 8-Spd w/Multi-Mode",2000207869,JTHBA1D26G5014584,2016,Lexus IS,22109,32,22,22700,Lexus,IS,2.0L,Turbo I4,241,auto
