Sedan,5,Velvet Red Pearl Coat,Black/Linen,16 Alloy wheels,235 45 tires,Gas,"36 mo. / 36,000 mi.; 13 mos. 8,400 mi. left","60 mo. / 60,000 mi.; 37 mos. 32,400 mi. left",2.4L I4,184 hp / 173 ft-lbs. torque,"Automatic, 9-Spd",2000242862,1C3CCCAB2GN133849,2016,Chrysler 200,"27,387 miles","36
HWY","23
CITY","$14,900"
Pickup,5,Sterling Gray Metallic,Black,18 Alloy wheels,265 60 tires,Flex Fuel,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; Expired",5.0L Flex Fuel V8,360 hp / 380 ft-lbs. torque,"Automatic, 6-Spd",2000240934,1FTFW1CF4CFB63816,2012,Ford F150 SuperCrew Cab,"81,476 miles","22
HWY","16
CITY","$21,400"
Sedan,5,Gun Metallic,Charcoal,16 Steel with hub caps,205 55 tires,Gas,"36 mo. / 36,000 mi.; 21 mos. 25,100 mi. left","60 mo. / 60,000 mi.; 45 mos. 49,100 mi. left",1.8L I4,130 hp / 128 ft-lbs. torque,"Auto, CVT w/Xtronic",2000240551,3N1AB7AP9HY374761,2017,Nissan Sentra,"10,669 miles","37
HWY","29
CITY","$14,700"
Wagon,5,Gun Metallic,Charcoal,18 Alloy wheels,225 60 tires,Gas,"36 mo. / 36,000 mi.; 23 mos. 19,500 mi. left","60 mo. / 60,000 mi.; 47 mos. 43,500 mi. left",2.5L I4,170 hp / 175 ft-lbs. torque,"Auto, CVT Xtronic",2000240062,5N1AT2MVXJC728708,2018,Nissan Rogue,"16,268 miles","32
HWY","25
CITY","$23,600"
Sedan,5,Deep Sea Blue,Black,14 Alloy wheels,195 65 tires,Gas,"60 mo. / 60,000 mi.; 52 mos. 48,700 mi. left","60 mo. / 60,000 mi.; 52 mos. 48,700 mi. left",2.0L I4,147 hp / 132 ft-lbs. torque,"Automatic, 6-Spd w/Sportmatic",2000239725,3KPFK4A79JE238381,2018,Kia Forte,"11,046 miles","37
HWY","29
CITY","$14,300"
,,,,,,,,,,,,,,2018,Toyota Tacoma Double Cab,"14,655 miles",,,"$30,400"
Sedan,5,Black Obsidian,Graphite,20 Alloy wheels,245 40 tires,Gas/Elec Hybrid,"48 mo. / 60,000 mi.; 15 mos. 25,500 mi. left","72 mo. / 70,000 mi.; 39 mos. 35,500 mi. left",3.5L Hybrid V6,360 hp,"Auto, 7-Spd w/Sport Mode",2000243703,JN1AV7APXGM490009,2016,INFINITI Q50,"34,246 miles","34
HWY","28
CITY","$25,100"
,,,,,,,,,,,,,,2016,Chevrolet Malibu,"45,129 miles",,,"$15,100"
SUV,7,Midnight Garnet,Graphite,18 Alloy wheels,235 65 tires,Gas,"48 mo. / 60,000 mi.; 11 mos. 10,800 mi. left","72 mo. / 70,000 mi.; 35 mos. 20,800 mi. left",3.5L V6,265 hp / 248 ft-lbs. torque,"Auto, CVT Manual Spt",2000243644,5N1AL0MNXFC558877,2015,INFINITI QX60,"48,989 miles","27
HWY","21
CITY","$23,400"
Sedan,5,GRAY,Black,16 Alloy wheels,205 65 tires,Gas,"60 mo. / 60,000 mi.; 40 mos. 16,000 mi. left","60 mo. / 60,000 mi.; 40 mos. 16,000 mi. left",2.0L I4,147 hp / 132 ft-lbs. torque,"Automatic, 6-Spd",2000242615,3KPFL4A79HE107927,2017,Kia Forte,"43,780 miles","38
HWY","29
CITY","$12,500"
SUV,7,Pitch Black Clear Coat,Black/Red,19 Alloy wheels,225 55 tires,Gas,"36 mo. / 36,000 mi.; 27 mos. 11,600 mi. left","60 mo. / 60,000 mi.; 51 mos. 35,600 mi. left",Pentastar 3.6L Flex Fuel V6,283 hp / 260 ft-lbs. torque,"Automatic, 6-Spd w/AutoStick",2000240783,3C4PDCEG0JT370024,2018,Dodge Journey,"24,171 miles","25
HWY","17
CITY","$19,200"
,,,,,,,,,,,,,,2017,GMC Sierra 1500 Crew Cab,"10,825 miles",,,"$41,400"
,,,,,,,,,,,,,,2018,Toyota Tacoma Double Cab,"17,429 miles",,,"$29,900"
,,,,,,,,,,,,,,2018,Mitsubishi Outlander,"7,919 miles",,,"$20,600"
SUV,7,BLUE,Black,18 Special - other,225 55 tires,Gas,"60 mo. / 60,000 mi.; 52 mos. 48,000 mi. left","60 mo. / 60,000 mi.; 52 mos. 48,000 mi. left",2.4L I4,166 hp / 162 ft-lbs. torque,"Automatic, CVT",2000238647,JA4AZ3A35JZ058309,2018,Mitsubishi Outlander,"11,757 miles","29
HWY","24
CITY","$20,200"
,,,,,,,,,,,,,,2016,Hyundai Sonata,"42,828 miles",,,"$17,200"
