"https://www.carvana.com/search/2000241154/2014-toyota-xle-minivan-4d-?sri=0eb4eacd-b0c8-42ed-b43d-51cdadeb7ce9
",Minivan,7,Sandy Beach Metallic,BEIGE,17 Alloy wheels,235 60 tires,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; Expired",3.5L V6,266 hp / 245 ft-lbs. torque,"Automatic, 6-Spd",2000241154,5TDYK3DCXES505633,2014,Toyota Sienna,"65,289 miles","25
HWY","18
CITY","$20,700"
"https://www.carvana.com/search/2000240357/2017-chrysler-300-limited-sedan-4d-?sri=0eb4eacd-b0c8-42ed-b43d-51cdadeb7ce9
",Sedan,5,BLACK,BEIGE,18 Alloy wheels,225 60 tires,Gas,"36 mo. / 36,000 mi.; 13 mos. 1,900 mi. left","60 mo. / 60,000 mi.; 37 mos. 25,900 mi. left",Pentastar 3.6L V6,292 hp / 260 ft-lbs. torque,"Automatic, 8-Spd",2000240357,2C3CCAAG7HH596497,2017,Chrysler 300,"33,806 miles","30
HWY","19
CITY","$18,600"
"https://www.carvana.com/search/2000240548/2016-nissan-s-sport-utility-4d-?sri=0eb4eacd-b0c8-42ed-b43d-51cdadeb7ce9
",Wagon,5,Brilliant Silver,Charcoal,17 Alloy wheels,225 65 tires,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 21 mos. 20,500 mi. left",2.5L I4,170 hp / 175 ft-lbs. torque,"Auto, CVT Xtronic",2000240548,5N1AT2MT2GC743887,2016,Nissan Rogue,"39,207 miles","33
HWY","26
CITY","$15,000"
"https://www.carvana.com/search/2000239535/2015-ford-sel-wagon-4d-?sri=0eb4eacd-b0c8-42ed-b43d-51cdadeb7ce9
",Wagon,5,RED,BLACK,17 Alloy wheels,225 50 tires,Gas/Elec Hybrid,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; Expired",2.0L Hybrid I4,188 hp,"Automatic, CVT",2000239535,1FADP5BU0FL108478,2015,Ford C-MAX Hybrid,"73,455 miles","47
HWY","47
CITY","$12,600"
"https://www.carvana.com/search/2000239921/2016-hyundai-se-sport-utility-4d-?sri=0eb4eacd-b0c8-42ed-b43d-51cdadeb7ce9
",SUV,7,Iron Frost,Gray,18 Alloy wheels,235 60 tires,Gas,"60 mo. / 60,000 mi.; 23 mos. 17,700 mi. left","60 mo. / 60,000 mi.; 23 mos. 17,700 mi. left",3.3L V6,290 hp / 252 ft-lbs. torque,"Auto, 6-Spd Shiftronic",2000239921,KM8SM4HF1GU159220,2016,Hyundai Santa Fe,"42,057 miles","25
HWY","18
CITY","$18,500"
"https://www.carvana.com/search/2000236435/2018-honda-touring-minivan-4d-?sri=0eb4eacd-b0c8-42ed-b43d-51cdadeb7ce9
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,Honda Odyssey,"11,018 miles","28
HWY","19
CITY","$41,400"
"https://www.carvana.com/search/2000169690/2014-volkswagen-2.0l-tdi-sedan-4d-?sri=3980d052-b459-4f75-8f9e-a4213ee9b500
",Sedan,5,BLACK,BLACK,16 Alloy wheels,205 55 tires,Diesel,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; Expired",2.0L Diesel Turbo I4,140 hp / 236 ft-lbs. torque,Auto 6-Spd DSG Tptrnc Spt,2000169690,3VWLL7AJ4EM360443,2014,Volkswagen Jetta,"35,962 miles","42
HWY","30
CITY","$11,800"
"https://www.carvana.com/search/2000235511/2016-ram-laramie-pickup-4d-5-12-ft-?sri=0eb4eacd-b0c8-42ed-b43d-51cdadeb7ce9
",,,,,,,,,,,,,,,2016,Ram 1500 Crew Cab,"67,833 miles",,,"$26,400"
"https://www.carvana.com/search/2000235984/2016-mercedes-benz-glc-300-sport-utility-4d-?sri=0eb4eacd-b0c8-42ed-b43d-51cdadeb7ce9
",SUV,5,WHITE,BLACK,19 Alloy wheels,235 55 tires,Gas,"48 mo. / 50,000 mi.; 12 mos. 26,600 mi. left","48 mo. / 50,000 mi.; 12 mos. 26,600 mi. left",2.0L Turbo I4,241 hp / 273 ft-lbs. torque,"Auto, 9-Spd Touch Shift",2000235984,WDC0G4JB9GF034278,2016,Mercedes-Benz GLC,"23,105 miles","28
HWY","22
CITY","$30,500"
"https://www.carvana.com/search/2000233642/2015-nissan-sv-sedan-4d-?sri=0eb4eacd-b0c8-42ed-b43d-51cdadeb7ce9
",Sedan,5,Fresh Powder,BLACK,16 Steel with hub caps,205 55 tires,Gas,"36 mo. / 36,000 mi.; Expired","60 mo. / 60,000 mi.; 24 mos. 14,000 mi. left",1.8L I4,130 hp / 128 ft-lbs. torque,"Automatic, CVT w/Xtronic",2000233642,3N1AB7AP1FL691928,2015,Nissan Sentra,"45,767 miles","39
HWY","29
CITY","$11,400"
